data_document_id,data_document_filename,prod_name,doc_date,rev_num,raw_category,raw_cas,raw_chem_name,report_funcuse,raw_min_comp,raw_max_comp,unit_type,ingredient_rank,raw_central_comp,component
1496666,139A.pdf,139a soyshield all season,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,95-63-6,"1,2,4-trimethylbenzene",,5 , 10,3,3,,
1496666,139A.pdf,139a soyshield all season,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,64742-94-5,"solvent naphtha (petroleum), heavy aromatic",,5 , 10,3,4,,
1496666,139A.pdf,139a soyshield all season,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,178535-25-6,"benzene, ethylenated, residues, distn. lights",,1,5,3,5,,
1496666,139A.pdf,139a soyshield all season,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,1330-20-7,xylene,,1,5,3,6,,
1496666,139A.pdf,139a soyshield all season,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,111-76-2,2-butoxyethanol,,1,5,3,7,,
1496666,139A.pdf,139a soyshield all season,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,91-20-3,naphthalene,,0.1 , 1,3,8,,
1496666,139A.pdf,139a soyshield all season,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,100-41-4,ethylbenzene,,0.1 , 1,3,9,,
1496667,141.pdf,141 biotreat premium diesel,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,64742-95-6,light aromatic petroleum naphtha,,30 , 60,3,1,,
1496667,141.pdf,141 biotreat premium diesel,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,27247-96-7,2-ethylhexyl nitrate,,10 , 30,3,2,,
1496667,141.pdf,141 biotreat premium diesel,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,64742-94-5,"solvent naphtha (petroleum), heavy aromatic",,10 , 30,3,3,,
1496667,141.pdf,141 biotreat premium diesel,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,95-63-6,"1,2,4-trimethylbenzene",,10 , 30,3,4,,
1496667,141.pdf,141 biotreat premium diesel,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,111-76-2,2-butoxyethanol,,5 , 10,3,5,,
1496667,141.pdf,141 biotreat premium diesel,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,96-76-4,"2,4-di-tert-butylphenol",,1,5,3,6,,
1496667,141.pdf,141 biotreat premium diesel,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,128-39-2,"2,6-di-tert-butylphenol",,1,5,3,7,,
1496667,141.pdf,141 biotreat premium diesel,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,88-18-6,2-tert-butylphenol,,1,5,3,8,,
1496667,141.pdf,141 biotreat premium diesel,05/15/2014,1,fuel additive for diesel and biodiesel fuels.,91-20-3,naphthalene,,1,5,3,9,,
1496669,158.pdf,"158 pure synthetic compressor oil iso 22, 32, 46, 68, 100, 150, 220, 320, and 460",06/15/2015,1,"synthetic lubricating oil for hydraulics, bearings and gears.",68037-01-4,"1-decene, homopolymer, hydrogenated",,60 , 100,3,1,,
1496670,158_2.pdf,"158 pure synthetic compressor oil iso 22, 32, 46, 68, 100, 150, 220, 320, and 460",06/15/2015,1,"synthetic lubricating oil for hydraulics, bearings and gears.",68037-01-4,"1-decene, homopolymer, hydrogenated",,60 , 100,3,1,,
1496671,160.pdf,"160 moly slide and way lube iso 32, 46, 68, 100, 150, and 220",04/15/2015,1,slide and way lube oil,,base oil(s)(*),,60,100,3,1,,
1496671,160.pdf,"160 moly slide and way lube iso 32, 46, 68, 100, 150, and 220",04/15/2015,1,slide and way lube oil,128-39-2,"2,6-di-tert butylphenol",,0.1,1,3,2,,
1496672,161.pdf,"161 moly air line oil iso 22, 32, 46",04/15/2015,1,petroleum base hydraulic air line oil,,base oil(s)(*),,60,100,3,1,,
1496672,161.pdf,"161 moly air line oil iso 22, 32, 46",04/15/2015,1,petroleum base hydraulic air line oil,128-39-2,"2,6-di-tert butylphenol",,0.1,1,3,2,,
1496673,1627580.pdf,162 syntufftm mtf 75w-80,02/15/2018,1,lubricant for certain manual transmissions.,,base oil(s)(*),,60 , 100,3,1,,
1496673,1627580.pdf,162 syntufftm mtf 75w-80,02/15/2018,1,lubricant for certain manual transmissions.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,25 , 50,3,2,,
1496673,1627580.pdf,162 syntufftm mtf 75w-80,02/15/2018,1,lubricant for certain manual transmissions.,trade secret,sulfurized isobutylene,,1 , 3,3,3,,
1496673,1627580.pdf,162 syntufftm mtf 75w-80,02/15/2018,1,lubricant for certain manual transmissions.,trade secret,"distillates (petroleum), hydrotreated light paraffinic",,1 , 3,3,4,,
1496674,163.pdf,163 ruststop outdoor,07/13/2017,1,rust preventative.,64742-88-7,"solvent naphtha (petroleum), medium aliph.",,30 , 60,3,1,,
1496674,163.pdf,163 ruststop outdoor,07/13/2017,1,rust preventative.,8052-41-3,stoddard solvent,,10 , 30,3,2,,
1496675,1667590.pdf,166 syntufftm mtf 75w-90,02/15/2018,1,lubricant for certain manual transmissions.,,base oil(s)(*),,60 , 100,3,1,,
1496675,1667590.pdf,166 syntufftm mtf 75w-90,02/15/2018,1,lubricant for certain manual transmissions.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,25 , 50,3,2,,
1496675,1667590.pdf,166 syntufftm mtf 75w-90,02/15/2018,1,lubricant for certain manual transmissions.,trade secret,sulfurized isobutylene,,1 , 3,3,3,,
1496675,1667590.pdf,166 syntufftm mtf 75w-90,02/15/2018,1,lubricant for certain manual transmissions.,trade secret,"distillates (petroleum), hydrotreated light paraffinic",,1 , 3,3,4,,
1496676,167.pdf,"167 moly full synthetic gear lube iso 68, 100, 150, 220, 320, 460, 680, 1000 and sae",04/30/2019,2,lubricant for enclosed gear drives and bearings.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,30 , 60,3,1,,
1496676,167.pdf,"167 moly full synthetic gear lube iso 68, 100, 150, 220, 320, 460, 680, 1000 and sae",04/30/2019,2,lubricant for enclosed gear drives and bearings.,68955-53-3,"amines, c12-14-tert-alkyl",,0.1 , 1,3,2,,
1496676,167.pdf,"167 moly full synthetic gear lube iso 68, 100, 150, 220, 320, 460, 680, 1000 and sae",04/30/2019,2,lubricant for enclosed gear drives and bearings.,112-90-3,(z)-octadec-9-enylamine,,0.1 , 1,3,3,,
1496677,168.pdf,168 ruststop indoor,11/15/2014,1,rust preventative.,64742-88-7,"solvent naphtha (petroleum), medium aliph.",,60 , 100,3,1,,
1496678,170.pdf,170 extreme performance gear lube sae 75w-140,02/24/2016,2,lubricant for enclosed gear drives and bearings.,68037-01-4,"1-decene, homopolymer, hydrogenated",,60 , 100,3,1,,
1496678,170.pdf,170 extreme performance gear lube sae 75w-140,02/24/2016,2,lubricant for enclosed gear drives and bearings.,-,long-chain alkyl amine,,0.1 , 1,3,2,,
1496678,170.pdf,170 extreme performance gear lube sae 75w-140,02/24/2016,2,lubricant for enclosed gear drives and bearings.,-,long-chain alkenyl amine,,0.1 , 1,3,3,,
1496679,190.pdf,190 penetro 90 (spray),11/15/2014,1,penetrating oil and chain lubricant.,64742-52-5,"distillates (petroleum), hydrotreated heavy naphthenic",,30 , 60,3,1,,
1496679,190.pdf,190 penetro 90 (spray),11/15/2014,1,penetrating oil and chain lubricant.,64742-88-7,"solvent naphtha (petroleum), medium aliph.",,5 , 10,3,2,,
1496679,190.pdf,190 penetro 90 (spray),11/15/2014,1,penetrating oil and chain lubricant.,74-98-6,propane,,5 , 10,3,3,,
1496679,190.pdf,190 penetro 90 (spray),11/15/2014,1,penetrating oil and chain lubricant.,75-28-5,isobutane,,5 , 10,3,4,,
1496679,190.pdf,190 penetro 90 (spray),11/15/2014,1,penetrating oil and chain lubricant.,15890-25-2,"antimony, dialkyl dithiocarbamate",,1,5,3,5,,
1496681,190FG.pdf,190fg penetro green h-1,09/29/2015,1,food grade penetrating oil and chain lubricant,64741-65-7,"naphtha (petroleum), heavy alkylate",,10 , 30,3,1,,
1496680,190_2.pdf,190 penetro 90 (bulk),11/15/2014,1,penetrating oil and chain lubricant.,64742-52-5,"distillates (petroleum), hydrotreated heavy naphthenic",,60 , 100,3,1,,
1496680,190_2.pdf,190 penetro 90 (bulk),11/15/2014,1,penetrating oil and chain lubricant.,64742-88-7,"solvent naphtha (petroleum), medium aliph.",,1,5,3,2,,
1496680,190_2.pdf,190 penetro 90 (bulk),11/15/2014,1,penetrating oil and chain lubricant.,15890-25-2,"antimony, dialkyl dithiocarbamate",,1,5,3,3,,
1496682,191.pdf,191 micron moly racing oil 20w-50,10/15/2014,1,engine oil for gasoline and alcohol fuel powered high performance vehicles.,,base oil(s)(*),,30 , 60,3,1,,
1496683,195.pdf,195 supertac food grade grease h1 nlgi 1 and 2,04/15/2016,1,lubricating grease for food and feed processing equipment.,1314-13-2,zinc oxide,,3 , 5,3,1,,
1496684,197.pdf,197 moly pure synthetic grease nlgi grade 2,04/15/2015,1,extreme pressure lubricating grease.,,base oil(s)(*),,60 , 100,3,1,,
1496684,197.pdf,197 moly pure synthetic grease nlgi grade 2,04/15/2015,1,extreme pressure lubricating grease.,68037-01-4,"1-decene, homopolymer, hydrogenated",,60 , 100,3,2,,
1496684,197.pdf,197 moly pure synthetic grease nlgi grade 2,04/15/2015,1,extreme pressure lubricating grease.,15890-25-2,"antimony, dialkyl dithiocarbamate",,1,5,3,3,,
1496684,197.pdf,197 moly pure synthetic grease nlgi grade 2,04/15/2015,1,extreme pressure lubricating grease.,14808-60-7,"crystalline silica, quartz",,0.1 , 1,3,4,,
1496686,199 Spray.pdf,199 silver streak wire rope lubricant (spray),11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",64742-88-7,"solvent naphtha (petroleum), medium aliph.",,10 , 30,3,1,,
1496686,199 Spray.pdf,199 silver streak wire rope lubricant (spray),11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",74-98-6,propane,,10 , 30,3,2,,
1496686,199 Spray.pdf,199 silver streak wire rope lubricant (spray),11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",68037-01-4,"1-decene, homopolymer, hydrogenated",,5 , 10,3,3,,
1496686,199 Spray.pdf,199 silver streak wire rope lubricant (spray),11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",75-28-5,isobutane,,1,5,3,4,,
1496686,199 Spray.pdf,199 silver streak wire rope lubricant (spray),11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",15890-25-2,"antimony, dialkyl dithiocarbamate",,1,5,3,5,,
1496686,199 Spray.pdf,199 silver streak wire rope lubricant (spray),11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",1333-86-4,carbon black,,1,5,3,6,,
1496686,199 Spray.pdf,199 silver streak wire rope lubricant (spray),11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",68937-96-2,"polysulfides, di-tert-bu",,1,5,3,7,,
1496686,199 Spray.pdf,199 silver streak wire rope lubricant (spray),11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",91745-46-9,"phosphoric acid esters, amine salt",,0.1 , 1,3,8,,
1496685,199.pdf,199 silver streak wire rope lubricant (bulk),11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",64742-88-7,"solvent naphtha (petroleum), medium aliph.",,10 , 30,3,1,,
1496685,199.pdf,199 silver streak wire rope lubricant (bulk),11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",68037-01-4,"1-decene, homopolymer, hydrogenated",,5 , 10,3,2,,
1496685,199.pdf,199 silver streak wire rope lubricant (bulk),11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",15890-25-2,"antimony, dialkyl dithiocarbamate",,1,5,3,3,,
1496685,199.pdf,199 silver streak wire rope lubricant (bulk),11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",1333-86-4,carbon black,,1,5,3,4,,
1496685,199.pdf,199 silver streak wire rope lubricant (bulk),11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",68937-96-2,"polysulfides, di-tert-bu",,1,5,3,5,,
1496685,199.pdf,199 silver streak wire rope lubricant (bulk),11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",27859-58-1,(tetrapropenyl)succinic acid,,0.1 , 1,3,6,,
1496685,199.pdf,199 silver streak wire rope lubricant (bulk),11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",91745-46-9,"phosphoric acid esters, amine salt",,0.1 , 1,3,7,,
1496687,200 Spray.pdf,200 silver streak multi-lube spray,11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",67-64-1,acetone,,5 , 10,3,1,,
1496687,200 Spray.pdf,200 silver streak multi-lube spray,11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",64742-88-7,"solvent naphtha (petroleum), medium aliph.",,5 , 10,3,2,,
1496687,200 Spray.pdf,200 silver streak multi-lube spray,11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",74-98-6,propane,,1,5,3,3,,
1496687,200 Spray.pdf,200 silver streak multi-lube spray,11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",75-28-5,isobutane,,1,5,3,4,,
1496687,200 Spray.pdf,200 silver streak multi-lube spray,11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",68937-96-2,"polysulfides, di-tert-bu",,0.1 , 1,3,5,,
1496687,200 Spray.pdf,200 silver streak multi-lube spray,11/15/2014,1,"lubricant for open gears, wire ropes and industrial use.",91745-46-9,"phosphoric acid esters, amine salt",,0.1 , 1,3,6,,
1496688,2001.pdf,2001 air tool oil,03/14/2017,2,petroleum base hydraulic fluid and air compressor oil.,,base oil(s)(*),,60 , 100,3,1,,
1496688,2001.pdf,2001 air tool oil,03/14/2017,2,petroleum base hydraulic fluid and air compressor oil.,128-39-2,"2,6-di-tert-butylphenol",,0.1 , 1,3,2,,
1496689,200S.pdf,"200s silver streak special ultra light, extreme light, extra light, light, medium",02/15/2018,3,"lubricant for open gears, wire ropes and industrial use.",,base oil(s)(*),,60 , 100,3,1,,
1496689,200S.pdf,"200s silver streak special ultra light, extreme light, extra light, light, medium",02/15/2018,3,"lubricant for open gears, wire ropes and industrial use.",68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,10 , 25,3,2,,
1496689,200S.pdf,"200s silver streak special ultra light, extreme light, extra light, light, medium",02/15/2018,3,"lubricant for open gears, wire ropes and industrial use.",1333-86-4,"carbon black, respirable powder",,3 , 5,3,3,,
1496689,200S.pdf,"200s silver streak special ultra light, extreme light, extra light, light, medium",02/15/2018,3,"lubricant for open gears, wire ropes and industrial use.",14808-60-7,"crystalline silica, respirable powder",,,,3,4,0.3,
1496690,202.pdf,202 moly 5th wheel lube,12/15/2015,1,lubricant for fifth wheels and other open gears.,,base oil(s)(*),,60 , 100,3,1,,
1496690,202.pdf,202 moly 5th wheel lube,12/15/2015,1,lubricant for fifth wheels and other open gears.,68037-01-4,"1-decene, homopolymer, hydrogenated",,10 , <25,3,2,,
1496690,202.pdf,202 moly 5th wheel lube,12/15/2015,1,lubricant for fifth wheels and other open gears.,67-64-1,acetone,,5 , <10,3,3,,
1496690,202.pdf,202 moly 5th wheel lube,12/15/2015,1,lubricant for fifth wheels and other open gears.,1333-86-4,carbon black,,1 , <3,3,4,,
1496690,202.pdf,202 moly 5th wheel lube,12/15/2015,1,lubricant for fifth wheels and other open gears.,68937-96-2,"polysulfides, di-tert-bu",,1 , <3,3,5,,
1496690,202.pdf,202 moly 5th wheel lube,12/15/2015,1,lubricant for fifth wheels and other open gears.,91745-46-9,"phosphoric acid esters, amine salt",,0.3 , <1,3,6,,
1496690,202.pdf,202 moly 5th wheel lube,12/15/2015,1,lubricant for fifth wheels and other open gears.,7429-90-5,aluminium,,0.3 , <1,3,7,,
1496691,203B.pdf,"203a ep industrial machine lube with moly iso 68, 100, 150, 220",06/15/2015,1,light to medium viscosity general purpose extreme pressure gear lubricant.,,base oil(s)(*),,60 , 100,3,1,,
1496691,203B.pdf,"203a ep industrial machine lube with moly iso 68, 100, 150, 220",06/15/2015,1,light to medium viscosity general purpose extreme pressure gear lubricant.,-,long-chain alkyl amine,,0.1 , 1,3,2,,
1496691,203B.pdf,"203a ep industrial machine lube with moly iso 68, 100, 150, 220",06/15/2015,1,light to medium viscosity general purpose extreme pressure gear lubricant.,-,long-chain alkenyl amine,,0.1 , 1,3,3,,
1496691,203B.pdf,"203a ep industrial machine lube with moly iso 68, 100, 150, 220",06/15/2015,1,light to medium viscosity general purpose extreme pressure gear lubricant.,128-39-2,"2,6-di-tert-butylphenol",,0.1 , 1,3,4,,
1496692,203C.pdf,"203a ep industrial machine lube with moly iso 68, 100, 150, 220",06/15/2015,1,light to medium viscosity general purpose extreme pressure gear lubricant.,,base oil(s)(*),,60 , 100,3,1,,
1496692,203C.pdf,"203a ep industrial machine lube with moly iso 68, 100, 150, 220",06/15/2015,1,light to medium viscosity general purpose extreme pressure gear lubricant.,-,long-chain alkyl amine,,0.1 , 1,3,2,,
1496692,203C.pdf,"203a ep industrial machine lube with moly iso 68, 100, 150, 220",06/15/2015,1,light to medium viscosity general purpose extreme pressure gear lubricant.,-,long-chain alkenyl amine,,0.1 , 1,3,3,,
1496692,203C.pdf,"203a ep industrial machine lube with moly iso 68, 100, 150, 220",06/15/2015,1,light to medium viscosity general purpose extreme pressure gear lubricant.,128-39-2,"2,6-di-tert-butylphenol",,0.1 , 1,3,4,,
1496693,204SAT.pdf,204sat all-trans supreme,12/15/2014,1,multi-vehicle automatic transmission oil.,,base oil(s)(*),,60 , 100,3,1,,
1496694,205A.pdf,205a dexron vi / mercon lv,05/23/2015,1,automatic transmission fluid.,64742-55-8,"synthetic petroleum oil, light paraffinic",,85,95,3,1,,
1496694,205A.pdf,205a dexron vi / mercon lv,05/23/2015,1,automatic transmission fluid.,proprietary,mathacrylate copolymer,,1,5,3,2,,
1496694,205A.pdf,205a dexron vi / mercon lv,05/23/2015,1,automatic transmission fluid.,proprietary,alkoxy sulfolane,,0.5,2,3,3,,
1496694,205A.pdf,205a dexron vi / mercon lv,05/23/2015,1,automatic transmission fluid.,proprietary,long chain alkenyl succinimide,,0.5,2,3,4,,
1496694,205A.pdf,205a dexron vi / mercon lv,05/23/2015,1,automatic transmission fluid.,proprietary,long chain alkyl amine,,,,3,5,<0.2,
1496694,205A.pdf,205a dexron vi / mercon lv,05/23/2015,1,automatic transmission fluid.,proprietary,alkyl alkoxy amine,,,,3,6,<0.1,
1496694,205A.pdf,205a dexron vi / mercon lv,05/23/2015,1,automatic transmission fluid.,proprietary,alkyl methacrylate,,,,3,7,<0.1,
1496694,205A.pdf,205a dexron vi / mercon lv,05/23/2015,1,automatic transmission fluid.,proprietary,long chain alkenyl imidazoline alkanol,,,,3,8,<0.1,
1496694,205A.pdf,205a dexron vi / mercon lv,05/23/2015,1,automatic transmission fluid.,proprietary,long chain alkenyl alkanol imidazole,,,,3,9,<0.1,
1496695,206.pdf,206 hi-temp cotton picker grease nlgi grades 0 and 00,05/15/2015,1,bentone based grease for cotton pickers.,,base oil(s)(*),,60 , 100,3,1,,
1496695,206.pdf,206 hi-temp cotton picker grease nlgi grades 0 and 00,05/15/2015,1,bentone based grease for cotton pickers.,7632-00-0,sodium nitrite,,1,5,3,2,,
1496695,206.pdf,206 hi-temp cotton picker grease nlgi grades 0 and 00,05/15/2015,1,bentone based grease for cotton pickers.,14808-60-7,"crystalline silica, quartz",,0.1 , 1,3,3,,
1496696,209.pdf,"209 moly universal gear lube sae 80, 90, 140, 250",04/15/2015,1,lubricant for enclosed gear drives and bearings.,,base oil (s)(*),,60,100,3,1,,
1496696,209.pdf,"209 moly universal gear lube sae 80, 90, 140, 250",04/15/2015,1,lubricant for enclosed gear drives and bearings.,-,long-chain alkyl amine,,0.1,1,3,2,,
1496696,209.pdf,"209 moly universal gear lube sae 80, 90, 140, 250",04/15/2015,1,lubricant for enclosed gear drives and bearings.,-,long-chain alkenyl amine,,0.1,1,3,3,,
1496697,209A.pdf,"209a moly universal gear lube with soluble moly sae 80, 90, and",04/15/2015,1,lubricant for enclosed gear drives and bearings.,,base oil(s)(*),,60 , 100,3,1,,
1496697,209A.pdf,"209a moly universal gear lube with soluble moly sae 80, 90, and",04/15/2015,1,lubricant for enclosed gear drives and bearings.,68037-01-4,"1-decene, homopolymer, hydrogenated",,30 , 60,3,2,,
1496697,209A.pdf,"209a moly universal gear lube with soluble moly sae 80, 90, and",04/15/2015,1,lubricant for enclosed gear drives and bearings.,-,long-chain alkyl amine,,0.1 , 1,3,3,,
1496697,209A.pdf,"209a moly universal gear lube with soluble moly sae 80, 90, and",04/15/2015,1,lubricant for enclosed gear drives and bearings.,-,long-chain alkenyl amine,,0.1 , 1,3,4,,
1496698,210.pdf,210 supreme turbine oil with vmt iso 32 and 46,10/15/2016,1,gas fired turbine oil.,,base oil(s)(*),,60 , 100,3,1,,
1496699,211SW.pdf,211sw wind turbine oil iso 320,08/25/2016,1,lubricant for enclosed gear drives and bearings in wind turbines.,,base oil (s)(*),,60,100,3,1,,
1496699,211SW.pdf,211sw wind turbine oil iso 320,08/25/2016,1,lubricant for enclosed gear drives and bearings in wind turbines.,-,long-chain alkyl amine,,0.1,1,3,2,,
1496699,211SW.pdf,211sw wind turbine oil iso 320,08/25/2016,1,lubricant for enclosed gear drives and bearings in wind turbines.,-,long-chain alkenyl amine,,0.1,1,3,3,,
1496700,213.pdf,213 moly liquid chain lube #1 iso 150 and #2 iso 460,04/15/2015,1,"formulated to lubricate slow to moderate moving chains found in automotive, industrial, construction and mining applications.",,base oil(s)(*),,60 , 100,3,1,,
1496700,213.pdf,213 moly liquid chain lube #1 iso 150 and #2 iso 460,04/15/2015,1,"formulated to lubricate slow to moderate moving chains found in automotive, industrial, construction and mining applications.",15890-25-2,"antimony, dialkyl dithiocarbamate",,1,5,3,2,,
1496701,214S.pdf,214s moly one-for-all 80w-140,04/15/2015,1,lubricant for enclosed gear drives and bearings.,,base oil (s)(*),,60,100,3,1,,
1496701,214S.pdf,214s moly one-for-all 80w-140,04/15/2015,1,lubricant for enclosed gear drives and bearings.,68037-01-4,"1-decene, homopolymer, hydrogenated",,30,60,3,2,,
1496701,214S.pdf,214s moly one-for-all 80w-140,04/15/2015,1,lubricant for enclosed gear drives and bearings.,-,long-chain alkyl amine,,0.1,1,3,3,,
1496701,214S.pdf,214s moly one-for-all 80w-140,04/15/2015,1,lubricant for enclosed gear drives and bearings.,-,long-chain alkenyl amine,,0.1,1,3,4,,
1496702,219.pdf,219 synforcetm green grease nlgi 1 & 2,12/15/2017,1,extreme pressure lubricating grease.,,base oil(s)(*),,60 , 100,3,1,,
1496702,219.pdf,219 synforcetm green grease nlgi 1 & 2,12/15/2017,1,extreme pressure lubricating grease.,68037-01-4,"dec-1-ene, homopolymer, hydrogenated dec-1-ene, oligomers, hydrogenated",,10 , 25,3,2,,
1496702,219.pdf,219 synforcetm green grease nlgi 1 & 2,12/15/2017,1,extreme pressure lubricating grease.,1330-78-5,tris(methylphenyl) phosphate,,1 , <2.5,3,3,,
1496703,221.pdf,"221 moly ultra nlgi grades 00,0, 1 and 2",04/15/2015,1,extreme pressure lubricating grease.,,base oil(s)(*),,60 , 100,3,1,,
1496703,221.pdf,"221 moly ultra nlgi grades 00,0, 1 and 2",04/15/2015,1,extreme pressure lubricating grease.,10101-89-0,"phosphoric acid, sodium salt, hydrate",,1,5,3,2,,
1496703,221.pdf,"221 moly ultra nlgi grades 00,0, 1 and 2",04/15/2015,1,extreme pressure lubricating grease.,15890-25-2,"antimony, dialkyl dithiocarbamate",,1,5,3,3,,
1496704,225.pdf,225 moly tool joint,05/15/2015,1,extreme pressure lubricating grease for tool joints and.,,base oil(s)(*),,60,100,3,1,,
1496704,225.pdf,225 moly tool joint,05/15/2015,1,extreme pressure lubricating grease for tool joints and.,13463-67-7,titanium dioxide,,1,5,3,2,,
1496704,225.pdf,225 moly tool joint,05/15/2015,1,extreme pressure lubricating grease for tool joints and.,14808-60-7,"crystalline silica, quartz",,0.1 , 1,3,3,,
1496704,225.pdf,225 moly tool joint,05/15/2015,1,extreme pressure lubricating grease for tool joints and.,9006-04-6,"rubber, natural",,0.1 , 1,3,4,,
1496705,227.pdf,227 moly roller chain lube (spray),11/15/2014,1,chain lube and penetrating oil.,64742-52-5,"distillates (petroleum), hydrotreated heavy naphthenic",,30 , 60,3,1,,
1496705,227.pdf,227 moly roller chain lube (spray),11/15/2014,1,chain lube and penetrating oil.,64742-88-7,"solvent naphtha (petroleum), medium aliph.",,5 , 10,3,2,,
1496705,227.pdf,227 moly roller chain lube (spray),11/15/2014,1,chain lube and penetrating oil.,74-98-6,propane,,5 , 10,3,3,,
1496705,227.pdf,227 moly roller chain lube (spray),11/15/2014,1,chain lube and penetrating oil.,75-28-5,isobutane,,1,5,3,4,,
1496705,227.pdf,227 moly roller chain lube (spray),11/15/2014,1,chain lube and penetrating oil.,15890-25-2,"antimony, dialkyl dithiocarbamate",,1,5,3,5,,
1496706,227_2.pdf,227 moly roller chain lube (bulk),11/15/2014,1,chain lube and penetrating oil.,64742-52-5,"distillates (petroleum), hydrotreated heavy naphthenic",,60 , 100,3,1,,
1496707,228.pdf,228 super hv red nlgi grade 2,05/15/2015,1,extreme pressure lubricating grease.,,base oil(s)(*),,60 , 100,3,1,,
1496707,228.pdf,228 super hv red nlgi grade 2,05/15/2015,1,extreme pressure lubricating grease.,9003-29-6,"butene, homopolymer",,1,5,3,2,,
1496707,228.pdf,228 super hv red nlgi grade 2,05/15/2015,1,extreme pressure lubricating grease.,10101-89-0,"phosphoric acid, sodium salt, hydrate",,1,5,3,3,,
1496707,228.pdf,228 super hv red nlgi grade 2,05/15/2015,1,extreme pressure lubricating grease.,15890-25-2,"antimony, dialkyl dithiocarbamate",,1,5,3,4,,
1496708,228PGL.pdf,228pgl super hv pivot gear lube,04/15/2015,1,extreme pressure lubricating grease for lubrication of center pivot irrigation systems.,,base oil(s)(*),,60 , 100,3,1,,
1496708,228PGL.pdf,228pgl super hv pivot gear lube,04/15/2015,1,extreme pressure lubricating grease for lubrication of center pivot irrigation systems.,15890-25-2,"antimony, dialkyl dithiocarbamate",,1,5,3,2,,
1496709,229.pdf,229 ultra red supreme nlgi grades 1 and 2,05/15/2015,1,extreme pressure lubricating grease.,,base oil(s)(*),,60 , 100,3,1,,
1496709,229.pdf,229 ultra red supreme nlgi grades 1 and 2,05/15/2015,1,extreme pressure lubricating grease.,68037-01-4,"1-decene, homopolymer, hydrogenated",,1,5,3,2,,
1496709,229.pdf,229 ultra red supreme nlgi grades 1 and 2,05/15/2015,1,extreme pressure lubricating grease.,15890-25-2,"antimony, dialkyl dithiocarbamate",,1,5,3,3,,
1496709,229.pdf,229 ultra red supreme nlgi grades 1 and 2,05/15/2015,1,extreme pressure lubricating grease.,10101-89-0,"phosphoric acid, sodium salt, hydrate",,1,5,3,4,,
1496711,232.pdf,232 vex concentrate cleaner,11/15/2014,1,detergent.,584-08-7,potassium carbonate,,1,5,3,1,,
1496711,232.pdf,232 vex concentrate cleaner,11/15/2014,1,detergent.,64-17-5,ethyl alcohol,,1,5,3,2,,
1496711,232.pdf,232 vex concentrate cleaner,11/15/2014,1,detergent.,111-42-2,diethanolamine,,0.1 , 1,3,3,,
1496712,233.pdf,233 wet-sol concentrate,02/15/2015,1,"non-ionic surfactant, spreader sticker, soil penetrant, adjuvant.",9016-45-9,"nonylphenol, ethoxylated",,10 , 30,3,1,,
1496713,233G.pdf,233g wet-sol gro,02/15/2015,1,"non-ionic surfactant, spreader sticker, soil penetrant, adjuvant.",9016-45-9,"nonylphenol, ethoxylated",,10 , 30,3,1,,
